year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,torque_nm,torque_max_rpm,engine_power_estimated,car_age,log_selling_price,brand
2009,250000,68600,Petrol,Individual,Manual,Third Owner,17.0,1497,118.0,5,146.0,4800.0,73.38988375746152,11,12.429220196836383,Honda
2012,560000,40000,Petrol,Individual,Manual,Second Owner,16.8,1497,116.3,5,146.0,4800.0,73.38988375746152,8,13.235693848424024,Honda
2012,120000,160000,Diesel,Individual,Manual,Second Owner,19.369999999999997,1248,81.86,5,153.0,2000.0,39.271127866792334,8,11.695255355062795,Tata
2016,400000,25000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5,90.0,3500.0,32.98774740810556,4,12.899222326086994,Maruti
2012,200000,29500,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5,90.0,3500.0,32.98774740810556,8,12.206077645517674,Maruti
2016,300000,50000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5,69.0,3500.0,25.290606346214265,4,12.611541086966115,Maruti
2016,315000,30000,Petrol,Individual,Manual,Second Owner,25.17,799,53.3,5,72.0,4386.0,33.07068803016023,4,12.660331092405906,Renault
2012,220000,100000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,69.0,3500.0,25.290606346214265,8,12.301387370778713,Maruti
2011,130000,60000,Petrol,Individual,Manual,Second Owner,14.49,1399,92.7,5,127.0,3500.0,46.54937689810451,9,11.775297421715827,Chevrolet
2016,595000,60000,Diesel,Individual,Manual,Second Owner,22.54,1396,88.73,5,219.7,1500.0,34.5114671693371,4,13.296318365198623,Hyundai
2017,680000,13500,Petrol,Individual,Manual,First Owner,17.0,1497,121.36,5,150.0,4500.0,70.6880301602262,3,13.429849547739444,Ford
2017,530000,30000,Petrol,Individual,Manual,Second Owner,21.4,1197,83.1,5,115.0,4000.0,48.1725835165986,3,13.180634172318978,Maruti
2017,610000,14000,Petrol,Individual,Manual,First Owner,19.1,1197,82.0,5,114.0,4000.0,47.75369148601948,3,13.321215875492413,Hyundai
2014,500000,90000,Diesel,Individual,Manual,Second Owner,15.05,2179,147.9,7,320.0,1500.0,50.267043669494186,6,13.122365377402328,Tata
2018,500000,50000,Diesel,Individual,Manual,First Owner,24.7,1047,69.0,5,140.0,1800.0,26.390197926484447,2,13.122365377402328,Tata
2018,325000,10000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,74.5,4000.0,31.20745627814431,2,12.691583538230217,Hyundai
2018,550000,10000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5,115.0,4000.0,48.1725835165986,2,13.217675375388819,Maruti
2018,720000,25000,Petrol,Individual,Manual,First Owner,20.73,1373,91.1,5,130.0,4000.0,54.45596397528537,2,13.487007879880162,Maruti
2017,950000,20000,Petrol,Individual,Manual,First Owner,17.0,1591,121.3,5,151.0,4850.0,76.69389464865431,3,13.76421831620775,Hyundai
2013,350000,60000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,5,190.0,2000.0,39.794742905016236,7,12.765691290604371,Maruti
2018,500000,40000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5,113.75,4000.0,47.6489684783747,2,13.122365377402328,Hyundai
2012,380000,60000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5,190.0,2000.0,39.794742905016236,8,12.847929163278053,Maruti
2015,380000,50000,Petrol,Individual,Automatic,First Owner,16.9,1197,82.0,5,114.0,4000.0,47.75369148601948,5,12.847929163278053,Hyundai
2017,295000,35000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5,69.0,3500.0,25.290606346214265,3,12.59473402514672,Maruti
2016,640000,40000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5,200.0,1750.0,36.653052675672846,4,13.369225017834633,Maruti
2018,790000,60000,Diesel,Individual,Manual,First Owner,21.5,1497,108.5,5,260.0,1500.0,40.841972981464025,2,13.579789490265188,Tata
2015,625000,20000,Petrol,Individual,Manual,First Owner,17.01,1591,121.4,5,154.9,4200.0,68.13069431354069,5,13.345508528717259,Hyundai
2017,604000,30000,Petrol,Individual,Manual,Second Owner,17.0,1497,121.36,5,150.0,4500.0,70.6880301602262,3,13.311331132544721,Ford
2019,950000,17000,Diesel,Individual,Manual,First Owner,20.0,1497,115.0,5,300.0,1500.0,47.1253534401508,1,13.76421831620775,Mahindra
2017,400000,50000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,90.0,3500.0,32.98774740810556,3,12.899222326086994,Maruti
2018,700000,42000,Petrol,Individual,Automatic,First Owner,18.6,1368,98.63,5,132.3,4000.0,55.41941564561734,2,13.45883704259595,Hyundai
2011,700000,120000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,8,20.4,1400.0,2.990889098334904,9,13.45883704259595,Toyota
2012,260000,110000,Diesel,Individual,Manual,First Owner,21.03,1461,65.0,5,160.0,2000.0,33.51136244632946,8,12.468440756144114,Mahindra
2012,200000,90000,Diesel,Individual,Manual,First Owner,23.57,1396,70.0,5,140.0,1800.0,26.390197926484447,8,12.206077645517674,Tata
2020,580000,70000,Petrol,Individual,Manual,First Owner,23.26,1197,88.5,5,113.0,4400.0,52.068279400984395,0,13.270785106659046,Maruti
2011,330000,66000,Diesel,Individual,Manual,Second Owner,20.5,1598,105.0,5,250.0,1500.0,39.271127866792334,9,12.706850963741102,Volkswagen
2011,400000,70000,Diesel,Individual,Manual,Third Owner,16.2,1493,110.0,5,235.3596,1900.0,46.83037386113729,9,12.899222326086994,Hyundai
2018,1350000,5000,Petrol,Individual,Automatic,First Owner,14.8,1591,121.3,5,151.0,4850.0,76.69389464865431,2,14.115615891155079,Hyundai
2014,250000,50000,Diesel,Individual,Manual,Second Owner,21.03,1461,65.0,5,160.0,2000.0,33.51136244632946,6,12.429220196836383,Mahindra
2019,725000,25000,Petrol,Individual,Manual,First Owner,15.41,1598,103.2,5,153.0,3750.0,60.08482563619227,1,13.493928313146206,Skoda
2013,300000,70000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5,190.0,2000.0,39.794742905016236,7,12.611541086966115,Maruti
2006,120000,40000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4,59.0,2500.0,15.446643627604985,14,11.695255355062795,Maruti
2016,1175000,110000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,7,330.0,1600.0,55.29374803644361,4,13.976779556623864,Mahindra
2014,400000,45000,Diesel,Individual,Manual,First Owner,19.1,1405,70.0,5,135.4,2500.0,35.44873808775788,6,12.899222326086994,Tata
2005,140000,90000,Diesel,Individual,Manual,Third Owner,16.1,1405,70.0,5,13.5,2500.0,3.5344015080113103,15,11.849404844423074,Tata
2003,110000,83000,Petrol,Individual,Manual,Second Owner,13.8,1299,70.0,5,10.7,2500.0,2.8013404544978533,17,11.608244735642321,Ford
2011,550000,106000,Diesel,Individual,Automatic,Second Owner,16.96,1968,138.1,5,320.0,1750.0,58.64488428107655,9,13.217675375388819,Volkswagen
2008,150000,60000,Petrol,Individual,Manual,Fourth & Above Owner,15.26,1150,74.9,5,110.0,4400.0,50.68593570007331,12,11.918397239722838,Chevrolet
2017,265000,40000,Petrol,Individual,Manual,Second Owner,16.8,796,34.2,8,59.0,2500.0,15.446643627604985,3,12.487488878546145,Maruti
2011,300000,138000,Petrol,Individual,Manual,Third Owner,17.0,1197,80.0,5,111.79581,4000.0,46.83037386113729,9,12.611541086966115,Hyundai
2015,280000,80000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,69.0,3500.0,25.290606346214265,5,12.54254845357358,Maruti
2005,130000,50000,Petrol,Individual,Manual,Second Owner,15.3,1341,83.0,5,115.0,3200.0,38.538066813278874,15,11.775297421715827,Hyundai
2015,350000,50000,Petrol,Individual,Manual,First Owner,18.2,1199,82.4,5,108.5,5000.0,56.81223164729291,5,12.765691290604371,Chevrolet
2009,200000,120000,Petrol,Individual,Manual,First Owner,18.5,1197,85.8,5,114.0,4000.0,47.75369148601948,11,12.206077645517674,Maruti
2018,550000,24400,Petrol,Individual,Manual,First Owner,22.0,1197,81.8,5,113.0,4200.0,49.70153942821238,2,13.217675375388819,Maruti
2013,400000,60000,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,7,195.0,1400.0,28.58938108702482,7,12.899222326086994,Mahindra
2010,170000,120000,Petrol,Individual,Manual,Second Owner,18.5,1197,85.8,5,114.0,4000.0,47.75369148601948,10,12.04355959836804,Maruti
2015,600000,60000,Diesel,Individual,Manual,Second Owner,24.8,1396,88.7,5,219.7,1750.0,40.26337836422662,5,13.304686600863562,Hyundai
2011,130000,100000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,62.0,3000.0,19.478479421929,9,11.775297421715827,Maruti
2007,120000,60000,CNG,Individual,Manual,Second Owner,19.369999999999997,1248,81.86,5,153.0,2000.0,39.271127866792334,13,11.695255355062795,Hyundai
2011,100000,120000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4,59.0,2500.0,15.446643627604985,9,11.51293546492023,Maruti
2007,35000,10000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4,59.0,2500.0,15.446643627604985,13,10.463131911491967,Maruti
2010,200000,120000,Petrol,Individual,Manual,Third Owner,18.5,1197,80.0,5,111.79581,4000.0,46.83037386113729,10,12.206077645517674,Hyundai
2009,270000,70000,Diesel,Individual,Manual,Second Owner,19.369999999999997,1248,81.86,5,153.0,2000.0,39.271127866792334,11,12.506180941677357,Maruti
2015,509999,90000,Diesel,Individual,Manual,First Owner,24.4,1120,71.01,5,180.4,1750.0,33.061053513456905,5,13.142166004700508,Hyundai
2014,409999,188000,Diesel,Individual,Manual,Second Owner,19.01,1461,108.45,5,248.0,2250.0,58.43543826578699,6,12.92391243868049,Renault
2011,130000,67840,Petrol,Individual,Manual,First Owner,18.0,995,62.0,5,90.3,4200.0,39.71724787935909,9,11.775297421715827,Chevrolet
2016,225000,35000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5,69.0,3500.0,25.290606346214265,4,12.323860125621126,Maruti
2010,256999,150000,Diesel,Individual,Manual,Second Owner,19.369999999999997,1248,81.86,5,153.0,2000.0,39.271127866792334,10,12.456831363877356,Maruti
2017,775000,100000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,200.0,1750.0,36.653052675672846,3,13.560619598657233,Maruti
2017,420000,30000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,90.0,3500.0,32.98774740810556,3,12.948012371209098,Maruti
2016,480000,70000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5,114.0,4000.0,47.75369148601948,4,13.081543466215237,Hyundai
2003,200000,149032,Diesel,Individual,Manual,First Owner,19.369999999999997,1248,81.86,5,153.0,2000.0,39.271127866792334,17,12.206077645517674,Toyota
2010,260000,380000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,7,180.0,1440.0,27.144203581526863,10,12.468440756144114,Mahindra
2011,210000,84050,Petrol,Individual,Manual,First Owner,19.369999999999997,1248,81.86,5,153.0,2000.0,39.271127866792334,9,12.25486757159303,Toyota
2018,600000,15000,Petrol,Individual,Manual,First Owner,16.2,1199,74.0,5,110.0,3000.0,34.55859252277725,2,13.304686600863562,Volkswagen
2010,130000,120000,Petrol,Individual,Manual,Third Owner,19.7,796,35.0,8,59.820564999999995,3000.0,18.793768457430094,10,11.775297421715827,Maruti
2007,195000,112880,Diesel,Dealer,Manual,First Owner,25.2,1248,74.0,5,190.0,2000.0,39.794742905016236,13,12.180759965737863,Maruti
2013,210000,135000,Diesel,Dealer,Manual,Second Owner,19.4,1405,70.0,5,135.4,2500.0,35.44873808775788,7,12.25486757159303,Tata
2006,130000,80000,Petrol,Individual,Manual,Third Owner,18.9,998,67.1,5,90.0,3500.0,32.98774740810556,14,11.775297421715827,Maruti
2012,141000,128000,Petrol,Individual,Manual,Third Owner,18.6,1199,79.4,5,108.0,4400.0,49.764373232799244,8,11.856522261533737,Chevrolet
2011,280000,120000,Diesel,Individual,Manual,First Owner,13.6,2523,63.0,7,180.0,1440.0,27.144203581526863,9,12.54254845357358,Mahindra
2010,350000,30000,Petrol,Individual,Automatic,First Owner,12.6,1586,103.2,5,145.0,4100.0,62.257828044821444,10,12.765691290604371,Maruti
2015,550000,41000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,114.7,4000.0,48.04691590742486,5,13.217675375388819,Hyundai
2006,120000,30000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,62.0,3000.0,19.478479421929,14,11.695255355062795,Maruti
2015,320000,30000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5,90.0,3500.0,32.98774740810556,5,12.676079399771027,Maruti
2010,300000,22000,Petrol,Individual,Manual,First Owner,15.0,1586,104.68,5,145.0,4100.0,62.257828044821444,10,12.611541086966115,Maruti
2006,250000,70000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5,90.0,3500.0,32.98774740810556,14,12.429220196836383,Maruti
2005,120000,100000,Petrol,Individual,Manual,Second Owner,19.369999999999997,1248,81.86,5,153.0,2000.0,39.271127866792334,15,11.695255355062795,Maruti
2005,151000,200000,Diesel,Individual,Manual,Second Owner,10.5,2179,120.0,8,290.0,1800.0,54.66540999057493,15,11.92504173829169,Mahindra
2011,300000,120000,Diesel,Individual,Manual,First Owner,13.93,2179,138.03,7,320.0,1700.0,56.96931615876008,9,12.611541086966115,Tata
2019,577000,3000,Petrol,Individual,Manual,First Owner,20.89,1197,81.8,5,113.0,4200.0,49.70153942821238,1,13.265599278590988,Maruti
2012,229999,50000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5,90.0,3500.0,32.98774740810556,8,12.345834587905333,Maruti
2013,500000,50000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,195.0,1400.0,28.58938108702482,7,13.122365377402328,Mahindra
2019,840000,1500,Petrol,Individual,Automatic,First Owner,18.2,1199,88.7,5,110.0,4800.0,55.29374803644361,1,13.641158361294979,Honda
2017,900000,74000,Diesel,Individual,Manual,First Owner,22.27,1498,108.6,5,250.0,1500.0,39.271127866792334,3,13.710151153416941,Volkswagen
2017,650000,25000,Petrol,Individual,Manual,First Owner,18.7,1199,88.7,5,110.0,4800.0,55.29374803644361,3,13.384729180332174,Honda
2016,650000,61915,Diesel,Individual,Manual,First Owner,27.3,1498,98.6,5,200.0,1750.0,36.653052675672846,4,13.384729180332174,Honda
2016,550000,70000,Diesel,Individual,Manual,First Owner,20.14,1498,88.0,5,230.0,1500.0,36.129437637448945,4,13.217675375388819,Volkswagen
2007,250000,150000,Diesel,Individual,Manual,Fourth & Above Owner,17.8,1248,75.0,5,190.0,2000.0,39.794742905016236,13,12.429220196836383,Maruti
2013,350000,110000,Diesel,Individual,Manual,Second Owner,17.21,1493,100.0,7,240.0,1600.0,40.21363493559535,7,12.765691290604371,Mahindra
2014,185000,90000,Diesel,Individual,Manual,Second Owner,25.44,936,56.3,5,142.5,1750.0,26.1153000314169,6,12.128116509451258,Chevrolet
2016,1000000,65000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,8,200.0,1200.0,25.133521834747093,4,13.815511557963774,Toyota
2019,490000,10000,Petrol,Individual,Manual,First Owner,20.52,1197,81.8,5,113.0,4200.0,49.70153942821238,1,13.102162710901053,Maruti
2009,150000,80000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5,111.8,4000.0,46.83212901874542,11,11.918397239722838,Hyundai
2013,600000,184000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7,200.0,1750.0,36.653052675672846,7,13.304686600863562,Maruti
2013,270000,80000,CNG,Individual,Manual,Second Owner,32.52,998,58.33,5,78.0,3500.0,28.58938108702482,7,12.506180941677357,Maruti
2005,60000,70000,Petrol,Individual,Manual,Second Owner,17.3,993,60.0,5,78.0,4500.0,36.757775683317625,15,11.002116507732017,Maruti
2008,150000,89000,Petrol,Individual,Manual,Second Owner,15.6,1586,104.68,5,145.0,4100.0,62.257828044821444,12,11.918397239722838,Maruti
2013,525000,69000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,5,190.0,2000.0,39.794742905016236,7,13.171155446333852,Maruti
2012,83000,90000,Diesel,Individual,Manual,Second Owner,25.0,1396,69.0,5,140.0,1800.0,26.390197926484447,8,11.326607934898927,Tata
2012,350000,35000,Petrol,Individual,Manual,First Owner,17.0,1197,80.0,5,111.79581,4000.0,46.83037386113729,8,12.765691290604371,Hyundai
2011,300000,45000,Petrol,Individual,Manual,First Owner,17.0,1197,80.0,5,111.79581,4000.0,46.83037386113729,9,12.611541086966115,Hyundai
2011,250000,30000,Diesel,Individual,Manual,First Owner,20.4,1248,91.2,5,209.0,2000.0,43.774217195517856,9,12.429220196836383,Fiat
2018,700000,6200,Petrol,Individual,Manual,First Owner,19.34,1462,103.0,7,138.0,4400.0,63.58781024191015,2,13.45883704259595,Maruti
2020,250000,120000,Petrol,Individual,Manual,Second Owner,21.63,998,67.0,5,90.0,3500.0,32.98774740810556,0,12.429220196836383,Maruti
2016,350000,70000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,90.0,3500.0,32.98774740810556,4,12.765691290604371,Maruti
1998,80000,70000,Petrol,Individual,Manual,First Owner,14.0,796,35.0,5,59.820564999999995,3000.0,18.793768457430094,22,11.289794413577894,Maruti
2017,850000,110000,Diesel,Individual,Manual,First Owner,15.4,2523,75.0,7,200.0,1400.0,29.322442140538275,3,13.652992804936396,Mahindra
2004,70000,158000,Petrol,Individual,Manual,First Owner,19.369999999999997,1248,81.86,5,153.0,2000.0,39.271127866792334,16,11.156264806643742,Hyundai
2007,90000,93000,Petrol,Individual,Manual,Third Owner,18.0,995,62.0,5,90.3,4200.0,39.71724787935909,13,11.407576060361786,Chevrolet
2014,600000,110000,Diesel,Individual,Manual,First Owner,13.58,2499,72.4,10,171.0,1800.0,32.23374175306315,6,13.304686600863562,Chevrolet
2007,135000,57000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,62.0,3000.0,19.478479421929,13,11.813037464800539,Maruti
2005,150000,120000,Petrol,Individual,Manual,First Owner,13.2,1495,94.0,5,12.5,3500.0,4.581631584459106,15,11.918397239722838,Hyundai
2012,246000,35000,Diesel,Individual,Manual,Second Owner,23.03,1396,69.0,5,140.0,1800.0,26.390197926484447,8,12.413090879946887,Tata
2009,240000,120000,Petrol,Individual,Manual,First Owner,17.5,1298,85.8,5,114.0,4000.0,47.75369148601948,11,12.388398368982115,Maruti
2011,215000,70000,Diesel,Individual,Manual,First Owner,23.03,1396,69.0,5,140.0,1800.0,26.390197926484447,9,12.278397958261774,Tata
2013,310000,100000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5,200.0,1750.0,36.653052675672846,7,12.644330802262578,Honda
2008,220000,35000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5,111.7,4000.0,46.79023981568751,12,12.301387370778713,Hyundai
2008,195000,90000,Diesel,Individual,Manual,Third Owner,17.8,1248,75.0,5,190.0,2000.0,39.794742905016236,12,12.180759965737863,Maruti
2015,650000,50000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5,114.73,4000.0,48.059482668342234,5,13.384729180332174,Hyundai
2011,350000,98000,Petrol,Individual,Manual,First Owner,18.5,1197,80.0,5,111.79581,4000.0,46.83037386113729,9,12.765691290604371,Hyundai
2013,360000,30000,Petrol,Individual,Manual,First Owner,18.5,1197,82.85,5,113.7,4000.0,47.628023876845745,7,12.793862088206213,Hyundai
2013,550000,50000,Petrol,Individual,Manual,Second Owner,16.3,1797,147.5,5,177.5,4700.0,87.36516912765735,7,13.217675375388819,Hyundai
2016,490000,26000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5,114.0,4000.0,47.75369148601948,4,13.102162710901053,Hyundai
2011,195000,46000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,62.0,3000.0,19.478479421929,9,12.180759965737863,Maruti
2019,459999,10000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5,114.0,3500.0,41.78448005026704,1,13.038981768465277,Tata
2015,275000,16700,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,69.0,3500.0,25.290606346214265,5,12.524530013005734,Maruti
2018,680000,70000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,190.0,2000.0,39.794742905016236,2,13.429849547739444,Maruti
2015,600000,7967,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,5,115.0,4000.0,48.1725835165986,5,13.304686600863562,Maruti
2018,720000,20000,Petrol,Individual,Manual,First Owner,22.0,1197,81.8,5,113.0,4200.0,49.70153942821238,2,13.487007879880162,Maruti
2011,295000,50000,Diesel,Individual,Manual,First Owner,19.369999999999997,1248,81.86,5,153.0,2000.0,39.271127866792334,9,12.59473402514672,Maruti
2016,356000,9656,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,72.0,4386.0,33.07068803016023,4,12.782688818818986,Renault
2011,225000,50000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5,99.04,4500.0,46.672950047125354,9,12.323860125621126,Hyundai
2019,725000,17000,Diesel,Individual,Manual,First Owner,24.4,1498,98.63,5,215.0,1750.0,39.40203162634831,1,13.493928313146206,Ford
2015,300000,10000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,72.0,4386.0,33.07068803016023,5,12.611541086966115,Renault
2013,400000,43000,Petrol,Individual,Manual,Second Owner,18.5,1197,82.85,5,113.7,4000.0,47.628023876845745,7,12.899222326086994,Hyundai
